Randomizer Version: 4.6.1
Random Seed: 38577501505239
Settings String: 322IygEAnj8AP8AAgERAAKkJAjECQAACQA9AQABoAAAAAAAAgCIxsEywVoICTIJCQDGUwEAElBva2Vtb24gT21lZ2EgUnViee7Lak7jwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Recover have 5 PP
Made Soft-Boiled have 5 PP
Made Leech Life have 80 power and 10 PP
Made Rest have 5 PP
Made Swagger have 85% accuracy
Made Milk Drink have 5 PP
Made Rapid Spin have 50 power
Made Luster Purge have 95 power
Made Mist Ball have 95 power
Made Slack Off have 5 PP
Made Roost have 5 PP
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
201|Unown           |PSYCHIC          |  48|  72|  48|  72|  48|  48|Harvest       |Chlorophyll   |Shed Skin     |Insect Plate (common), White Herb (rare)
202|Wobbuffet       |PSYCHIC          | 190|  33|  58|  33|  58|  33|Limber        |Dry Skin      |Swarm         |Soothe Bell (common), Ether (rare)
203|Girafarig       |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Imposter      |Illusion      |Poison Heal   |Icy Rock (common)
204|Pineco          |BUG              |  50|  65|  90|  35|  35|  15|Magic Guard   |Magma Armor   |Solid Rock    |
205|Forretress      |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Sniper        |Guts          |Mega Launcher |Toxic Orb (100%)
206|Dunsparce       |NORMAL           | 100|  70|  70|  65|  65|  45|Soundproof    |Gooey         |Magic Bounce  |Energy Root (common)
207|Gligar          |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Hyper Cutter  |Healer        |Fur Coat      |Magnet (100%)
208|Steelix         |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Analytic      |Speed Boost   |Suction Cups  |Root Fossil (rare)
209|Snubbull        |FAIRY            |  60|  80|  50|  40|  40|  30|Filter        |Magic Guard   |Rattled       |Spelon Berry (100%)
210|Granbull        |FAIRY            |  90| 120|  75|  60|  60|  45|Compound Eyes |Poison Touch  |Contrary      |
211|Qwilfish        |WATER/POISON     |  65|  95|  85|  55|  55|  85|Defeatist     |Run Away      |Moody         |
212|Scizor          |BUG/STEEL        |  70| 130| 100|  55|  80|  65|Illuminate    |Magic Bounce  |Swift Swim    |
213|Shuckle         |BUG/ROCK         |  20|  10| 230|  10| 230|   5|Liquid Ooze   |Shell Armor   |White Smoke   |Odd Keystone (100%)
214|Heracross       |BUG/FIGHTING     |  80| 125|  75|  40|  95|  85|Oblivious     |Leaf Guard    |Teravolt      |
215|Sneasel         |DARK/ICE         |  55|  95|  55|  35|  75| 115|Inner Focus   |Desolate Land |Symbiosis     |
216|Teddiursa       |NORMAL           |  60|  80|  50|  50|  50|  40|Shield Dust   |Marvel Scale  |Aerilate      |
217|Ursaring        |NORMAL           |  90| 130|  75|  75|  75|  55|Filter        |Air Lock      |Iron Fist     |
218|Slugma          |FIRE             |  40|  40|  40|  70|  40|  20|Sand Rush     |Rattled       |Magic Bounce  |
219|Magcargo        |FIRE/ROCK        |  60|  50| 120|  90|  80|  30|Mummy         |Inner Focus   |Flash Fire    |
220|Swinub          |ICE/GROUND       |  50|  50|  40|  30|  30|  50|Levitate      |Soundproof    |Infiltrator   |Payapa Berry (common)
221|Piloswine       |ICE/GROUND       | 100| 100|  80|  60|  60|  50|Snow Warning  |Light Metal   |Thick Fat     |Black Flute (common), Luck Incense (rare)
222|Corsola         |WATER/ROCK       |  65|  55|  95|  65|  95|  35|Own Tempo     |Pickup        |Limber        |
223|Remoraid        |WATER            |  35|  65|  35|  65|  35|  65|Magic Bounce  |Defeatist     |Reckless      |Silk Scarf (rare)
224|Octillery       |WATER            |  75| 105|  75| 105|  75|  45|Pickpocket    |Scrappy       |Solar Power   |
225|Delibird        |ICE/FLYING       |  45|  55|  45|  65|  45|  75|Bulletproof   |Static        |Poison Point  |Miracle Seed (common), Aguav Berry (rare)
226|Mantine         |WATER/FLYING     |  85|  40|  70|  80| 140|  70|Sturdy        |Speed Boost   |Light Metal   |
227|Skarmory        |STEEL/FLYING     |  65|  80| 140|  40|  70|  70|Sturdy        |Water Veil    |Anger Point   |
228|Houndour        |DARK/FIRE        |  45|  60|  30|  80|  50|  65|Snow Warning  |Dark Aura     |Defiant       |Latiasite (rare)
229|Houndoom        |DARK/FIRE        |  75|  90|  50| 110|  80|  95|Telepathy     |Suction Cups  |Wonder Skin   |Rawst Berry (100%)
230|Kingdra         |WATER/DRAGON     |  75|  95|  95|  95|  95|  85|Grass Pelt    |Aftermath     |Shell Armor   |Strange Souvenir (rare)
231|Phanpy          |GROUND           |  90|  60|  60|  40|  40|  40|Sap Sipper    |Gale Wings    |Speed Boost   |
232|Donphan         |GROUND           |  90| 120| 120|  60|  60|  50|Moxie         |Dry Skin      |Plus          |Ring Target (common)
233|Porygon2        |NORMAL           |  85|  80|  90| 105|  95|  60|Harvest       |Swarm         |Vital Spirit  |
234|Stantler        |NORMAL           |  73|  95|  62|  85|  65|  85|Rough Skin    |Steadfast     |Magma Armor   |
235|Smeargle        |NORMAL           |  55|  20|  35|  20|  45|  75|Swarm         |Telepathy     |Strong Jaw    |Protector (common), Mystic Water (rare)
236|Tyrogue         |FIGHTING         |  35|  35|  35|  35|  35|  35|Magnet Pull   |Hustle        |Magma Armor   |
237|Hitmontop       |FIGHTING         |  50|  95|  95|  35| 110|  70|Super Luck    |Lightning Rod |Sticky Hold   |
238|Smoochum        |ICE/PSYCHIC      |  45|  30|  15|  85|  65|  65|Shed Skin     |Rock Head     |Delta Stream  |
239|Elekid          |ELECTRIC         |  45|  63|  37|  65|  55|  95|Snow Warning  |Pickup        |Motor Drive   |
240|Magby           |FIRE             |  45|  75|  37|  70|  55|  83|Refrigerate   |Klutz         |Solid Rock    |RSVP Mail (common), Power Belt (rare)
241|Miltank         |NORMAL           |  95|  80| 105|  40|  70| 100|Magnet Pull   |Poison Point  |Snow Cloak    |Grass Gem (100%)
242|Blissey         |NORMAL           | 255|  10|  10|  75| 135|  55|White Smoke   |Color Change  |Mold Breaker  |Power Weight (common), Calcium (rare)
243|Raikou          |ELECTRIC         |  90|  85|  75| 115| 100| 115|Magic Guard   |Anticipation  |Run Away      |Poké Toy (common)
244|Entei           |FIRE             | 115| 115|  85|  90|  75| 100|Moody         |Magician      |Swarm         |Rare Bone (rare)
245|Suicune         |WATER            | 100|  75| 115|  90| 115|  85|Shadow Tag    |Sand Veil     |Synchronize   |Net Ball (common)
246|Larvitar        |ROCK/GROUND      |  50|  64|  50|  45|  50|  41|Inner Focus   |Strong Jaw    |Clear Body    |Life Orb (100%)
247|Pupitar         |ROCK/GROUND      |  70|  84|  70|  65|  70|  51|Justified     |Tangled Feet  |Trace         |
248|Tyranitar       |ROCK/DARK        | 100| 134| 110|  95| 100|  61|Natural Cure  |Pressure      |Delta Stream  |
249|Lugia           |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|Poison Point  |Run Away      |Rattled       |Nugget (common), Bridge Mail M (rare)
250|Ho-Oh           |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|Blaze         |Ice Body      |Forewarn      |Apicot Berry (100%)
251|Celebi          |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Magic Guard   |Plus          |Sturdy        |Deep Sea Tooth (100%)
252|Treecko         |GRASS            |  40|  45|  35|  65|  55|  70|Heatproof     |Rain Dish     |Snow Warning  |
253|Grovyle         |GRASS            |  50|  65|  45|  85|  65|  95|Download      |Simple        |Insomnia      |
254|Sceptile        |GRASS            |  70|  85|  65| 105|  85| 120|Gluttony      |Magic Bounce  |Volt Absorb   |Figy Berry (common)
255|Torchic         |FIRE             |  45|  60|  40|  70|  50|  45|Honey Gather  |Air Lock      |Imposter      |
256|Combusken       |FIRE/FIGHTING    |  60|  85|  60|  85|  60|  55|Water Veil    |Unnerve       |Keen Eye      |
257|Blaziken        |FIRE/FIGHTING    |  80| 120|  70| 110|  70|  80|Water Veil    |Heatproof     |Motor Drive   |
258|Mudkip          |WATER            |  50|  70|  50|  50|  50|  40|Friend Guard  |Own Tempo     |Stall         |Great Ball (rare)
259|Marshtomp       |WATER/GROUND     |  70|  85|  70|  60|  70|  50|Drought       |Swift Swim    |Snow Warning  |
260|Swampert        |WATER/GROUND     | 100| 110|  90|  85|  90|  60|Limber        |Tangled Feet  |Pickup        |
261|Poochyena       |DARK             |  35|  55|  35|  30|  30|  35|Justified     |Air Lock      |Suction Cups  |Rabuta Berry (common), Mind Plate (rare)
262|Mightyena       |DARK             |  70|  90|  70|  60|  60|  70|Sweet Veil    |Shadow Tag    |Run Away      |
263|Zigzagoon       |NORMAL           |  38|  30|  41|  30|  41|  60|Pickpocket    |Poison Touch  |No Guard      |
264|Linoone         |NORMAL           |  78|  70|  61|  50|  61| 100|Heatproof     |Friend Guard  |Pixilate      |Everstone (common), Great Ball (rare)
265|Wurmple         |BUG              |  45|  45|  35|  20|  30|  20|Teravolt      |Huge Power    |Vital Spirit  |
266|Silcoon         |BUG              |  50|  35|  55|  25|  25|  15|Anger Point   |Rain Dish     |Own Tempo     |
267|Beautifly       |BUG/FLYING       |  60|  70|  50| 100|  50|  65|Filter        |Scrappy       |Delta Stream  |
268|Cascoon         |BUG              |  50|  35|  55|  25|  25|  15|Drizzle       |Prankster     |Adaptability  |Earth Plate (common), Figy Berry (rare)
269|Dustox          |BUG/POISON       |  60|  50|  70|  50|  90|  65|Illuminate    |Super Luck    |Fur Coat      |
270|Lotad           |WATER/GRASS      |  40|  30|  30|  40|  50|  30|Mega Launcher |Drizzle       |Technician    |Nugget (common), Yellow Flute (rare)
271|Lombre          |WATER/GRASS      |  60|  50|  50|  60|  70|  50|Technician    |Grass Pelt    |Clear Body    |Blue Scarf (rare)
272|Ludicolo        |WATER/GRASS      |  80|  70|  70|  90| 100|  70|Prankster     |Shell Armor   |Weak Armor    |
273|Seedot          |GRASS            |  40|  40|  50|  30|  30|  30|Symbiosis     |Grass Pelt    |Magic Guard   |
274|Nuzleaf         |GRASS/DARK       |  70|  70|  40|  60|  40|  60|Dry Skin      |Suction Cups  |Symbiosis     |Full Heal (100%)
275|Shiftry         |GRASS/DARK       |  90| 100|  60|  90|  60|  80|Technician    |Soundproof    |Hydration     |Awakening (rare)
276|Taillow         |NORMAL/FLYING    |  40|  55|  30|  30|  30|  85|Infiltrator   |Unaware       |Sap Sipper    |
277|Swellow         |NORMAL/FLYING    |  60|  85|  60|  75|  50| 125|Technician    |Natural Cure  |Sticky Hold   |White Herb (common)
278|Wingull         |WATER/FLYING     |  40|  30|  30|  55|  30|  85|Sticky Hold   |Dark Aura     |Magician      |
279|Pelipper        |WATER/FLYING     |  60|  50| 100|  95|  70|  65|Aerilate      |Sand Force    |Iron Barbs    |Persim Berry (100%)
280|Ralts           |PSYCHIC/FAIRY    |  28|  25|  25|  45|  35|  40|Hyper Cutter  |Thick Fat     |Stench        |
281|Kirlia          |PSYCHIC/FAIRY    |  38|  35|  35|  65|  55|  50|Magic Bounce  |Frisk         |Battle Armor  |Heat Rock (rare)
282|Gardevoir       |PSYCHIC/FAIRY    |  68|  65|  65| 125| 115|  80|Volt Absorb   |Toxic Boost   |Suction Cups  |Strange Souvenir (common), Fluffy Tail (rare)
283|Surskit         |BUG/WATER        |  40|  30|  32|  50|  52|  65|Leaf Guard    |Delta Stream  |Symbiosis     |
284|Masquerain      |BUG/FLYING       |  70|  60|  62| 100|  82|  80|Moxie         |Rock Head     |Healer        |
285|Shroomish       |GRASS            |  60|  40|  60|  40|  60|  35|Anticipation  |Gooey         |Arena Trap    |
286|Breloom         |GRASS/FIGHTING   |  60| 130|  80|  60|  60|  70|Parental Bond |Anticipation  |Super Luck    |X Sp. Atk (common)
287|Slakoth         |NORMAL           |  60|  60|  60|  35|  35|  30|Serene Grace  |Pickpocket    |Cloud Nine    |Grass Gem (rare)
288|Vigoroth        |NORMAL           |  80|  80|  80|  55|  55|  90|Aura Break    |Competitive   |Flash Fire    |
289|Slaking         |NORMAL           | 150| 160| 100|  95|  65| 100|Inner Focus   |Marvel Scale  |Anticipation  |Draco Plate (rare)
290|Nincada         |BUG/GROUND       |  31|  45|  90|  30|  30|  40|Marvel Scale  |Drizzle       |Magic Guard   |
291|Ninjask         |BUG/FLYING       |  61|  90|  45|  50|  50| 160|Sand Veil     |Big Pecks     |Volt Absorb   |
292|Shedinja        |BUG/GHOST        |   1|  90|  45|  30|  30|  40|Wonder Guard  |—             |Wonder Guard  |Qualot Berry (rare)
293|Whismur         |NORMAL           |  64|  51|  23|  51|  23|  28|Compound Eyes |Effect Spore  |Sweet Veil    |Black Sludge (common), Shalour Sable (rare)
294|Loudred         |NORMAL           |  84|  71|  43|  71|  43|  48|Snow Warning  |Motor Drive   |Stall         |Blastoisinite (common)
295|Exploud         |NORMAL           | 104|  91|  63|  91|  73|  68|Torrent       |Rain Dish     |Stench        |Shock Drive (common)
296|Makuhita        |FIGHTING         |  72|  60|  30|  20|  30|  25|Own Tempo     |Early Bird    |White Smoke   |
297|Hariyama        |FIGHTING         | 144| 120|  60|  40|  60|  50|Sheer Force   |Healer        |Cute Charm    |
298|Azurill         |NORMAL/FAIRY     |  50|  20|  40|  20|  40|  20|Moxie         |Aroma Veil    |Bad Dreams    |
299|Nosepass        |ROCK             |  30|  45| 135|  45|  90|  30|Suction Cups  |Lightning Rod |Flame Body    |Smooth Rock (common), Persim Berry (rare)
300|Skitty          |NORMAL           |  50|  45|  45|  35|  35|  50|Soundproof    |Honey Gather  |Rough Skin    |Resist Wing (rare)
301|Delcatty        |NORMAL           |  70|  65|  65|  55|  55|  90|Flash Fire    |Rough Skin    |Pure Power    |Ground Gem (common), Yache Berry (rare)
302|Sableye         |DARK/GHOST       |  50|  75|  75|  65|  65|  50|Justified     |Iron Barbs    |Skill Link    |Salac Berry (common), Coba Berry (rare)
303|Mawile          |STEEL/FAIRY      |  50|  85|  85|  55|  55|  50|Wonder Skin   |Rivalry       |Pixilate      |
304|Aron            |STEEL/ROCK       |  50|  70| 100|  40|  40|  30|Illuminate    |Snow Cloak    |White Smoke   |Bug Gem (common)
305|Lairon          |STEEL/ROCK       |  60|  90| 140|  50|  50|  40|Sap Sipper    |Keen Eye      |Flower Veil   |Charizardite X (rare)
306|Aggron          |STEEL/ROCK       |  70| 110| 180|  60|  60|  50|Sweet Veil    |Rain Dish     |Hydration     |Reply Mail (common), Mewtwonite X (rare)
307|Meditite        |FIGHTING/PSYCHIC |  30|  40|  55|  40|  55|  60|Water Absorb  |Moody         |Shield Dust   |
308|Medicham        |FIGHTING/PSYCHIC |  60|  60|  75|  60|  75|  80|Protean       |Magic Guard   |Steadfast     |Houndoominite (rare)
309|Electrike       |ELECTRIC         |  40|  45|  40|  65|  40|  65|Levitate      |Cute Charm    |Overcoat      |
310|Manectric       |ELECTRIC         |  70|  75|  60| 105|  60| 105|Cloud Nine    |Plus          |Swift Swim    |
311|Plusle          |ELECTRIC         |  60|  50|  40|  85|  75|  95|Hustle        |Minus         |Aura Break    |
312|Minun           |ELECTRIC         |  60|  40|  50|  75|  85|  95|Bulletproof   |Dark Aura     |Download      |
313|Volbeat         |BUG              |  65|  73|  75|  47|  85|  85|Symbiosis     |Aroma Veil    |Immunity      |
314|Illumise        |BUG              |  65|  47|  75|  73|  85|  85|Infiltrator   |Cheek Pouch   |Magic Bounce  |
315|Roselia         |GRASS/POISON     |  50|  60|  45| 100|  80|  65|Snow Warning  |Pixilate      |Toxic Boost   |Inquiry Mail (common), Resist Wing (rare)
316|Gulpin          |POISON           |  70|  43|  53|  43|  53|  40|Sand Stream   |Iron Barbs    |Snow Warning  |
317|Swalot          |POISON           | 100|  73|  83|  73|  83|  55|Overgrow      |Moxie         |Gale Wings    |Eject Button (common)
318|Carvanha        |WATER/DARK       |  45|  90|  20|  65|  20|  65|Poison Point  |Early Bird    |Aroma Veil    |Hondew Berry (rare)
319|Sharpedo        |WATER/DARK       |  70| 120|  40|  95|  40|  95|Volt Absorb   |Magic Bounce  |Competitive   |
320|Wailmer         |WATER            | 130|  70|  35|  70|  35|  60|Limber        |Sand Veil     |Solid Rock    |Ultra Ball (rare)
321|Wailord         |WATER            | 170|  90|  45|  90|  45|  60|Bad Dreams    |Limber        |Gooey         |
322|Numel           |FIRE/GROUND      |  60|  60|  40|  65|  45|  35|Unburden      |Serene Grace  |Desolate Land |Lemonade (rare)
323|Camerupt        |FIRE/GROUND      |  70| 100|  70| 105|  75|  40|Volt Absorb   |Levitate      |Gale Wings    |Shalour Sable (common)
324|Torkoal         |FIRE             |  70|  85| 140|  85|  70|  20|Sand Rush     |Sweet Veil    |Fur Coat      |Luxury Ball (common)
325|Spoink          |PSYCHIC          |  60|  25|  35|  70|  80|  60|Solar Power   |Rivalry       |Healer        |
326|Grumpig         |PSYCHIC          |  80|  45|  65|  90| 110|  80|Unaware       |Swarm         |Competitive   |
327|Spinda          |NORMAL           |  60|  60|  60|  60|  60|  60|No Guard      |Clear Body    |Insomnia      |Charizardite X (100%)
328|Trapinch        |GROUND           |  45| 100|  45|  45|  45|  10|Compound Eyes |Defeatist     |Filter        |
329|Vibrava         |GROUND/DRAGON    |  50|  70|  50|  50|  50|  70|Overcoat      |Skill Link    |Shield Dust   |Energy Powder (100%)
330|Flygon          |GROUND/DRAGON    |  80| 100|  80|  80|  80| 100|Steadfast     |Harvest       |Mummy         |Relic Silver (100%)
331|Cacnea          |GRASS            |  50|  85|  40|  85|  40|  35|Imposter      |Pure Power    |Super Luck    |Smooth Rock (common)
332|Cacturne        |GRASS/DARK       |  70| 115|  60| 115|  60|  55|Cheek Pouch   |Unaware       |Effect Spore  |
333|Swablu          |NORMAL/FLYING    |  45|  40|  60|  40|  75|  50|Heatproof     |Scrappy       |Super Luck    |
334|Altaria         |DRAGON/FLYING    |  75|  70|  90|  70| 105|  80|Hustle        |Aerilate      |Static        |
335|Zangoose        |NORMAL           |  73| 115|  60|  60|  60|  90|Sticky Hold   |Hyper Cutter  |Vital Spirit  |Casteliacone (100%)
336|Seviper         |POISON           |  73| 100|  60| 100|  60|  65|Friend Guard  |Heatproof     |Regenerator   |
337|Lunatone        |ROCK/PSYCHIC     |  90|  55|  65|  95|  85|  70|Regenerator   |Pressure      |Rattled       |Sea Incense (common)
338|Solrock         |ROCK/PSYCHIC     |  90|  95|  85|  55|  65|  70|Dry Skin      |Magic Bounce  |Klutz         |
339|Barboach        |WATER/GROUND     |  50|  48|  43|  46|  41|  60|Desolate Land |Sand Veil     |Aroma Veil    |Grepa Berry (common), Jaboca Berry (rare)
340|Whiscash        |WATER/GROUND     | 110|  78|  73|  76|  71|  60|Simple        |Healer        |Guts          |Health Wing (rare)
341|Corphish        |WATER            |  43|  80|  65|  50|  35|  35|Fur Coat      |Big Pecks     |Tangled Feet  |Lucarionite (common), Cell Battery (rare)
342|Crawdaunt       |WATER/DARK       |  63| 120|  85|  90|  55|  55|Symbiosis     |Lightning Rod |Cute Charm    |
343|Baltoy          |GROUND/PSYCHIC   |  40|  40|  55|  40|  70|  55|Compound Eyes |Tangled Feet  |Sturdy        |Draco Plate (rare)
344|Claydol         |GROUND/PSYCHIC   |  60|  70| 105|  70| 120|  75|Poison Point  |Solar Power   |Flame Body    |
345|Lileep          |ROCK/GRASS       |  66|  41|  77|  61|  87|  23|Color Change  |Hydration     |Defiant       |Oval Stone (common)
346|Cradily         |ROCK/GRASS       |  86|  81|  97|  81| 107|  43|Gluttony      |Protean       |Strong Jaw    |
347|Anorith         |ROCK/BUG         |  45|  95|  50|  40|  50|  75|Poison Heal   |Damp          |Fur Coat      |Maranga Berry (rare)
348|Armaldo         |ROCK/BUG         |  75| 125| 100|  70|  80|  45|Download      |Limber        |Scrappy       |
349|Feebas          |WATER            |  20|  15|  20|  10|  55|  80|Keen Eye      |Technician    |Quick Feet    |
350|Milotic         |WATER            |  95|  60|  79| 100| 125|  81|Huge Power    |Magic Bounce  |Multiscale    |
351|Castform        |NORMAL           |  70|  70|  70|  70|  70|  70|Pickpocket    |Mega Launcher |Reckless      |Cornn Berry (100%)
352|Kecleon         |NORMAL           |  60|  90|  70|  60| 120|  40|Frisk         |Guts          |Toxic Boost   |
353|Shuppet         |GHOST            |  44|  75|  35|  63|  33|  45|Trace         |Mold Breaker  |Overgrow      |Awakening (common)
